category,amount,best_card_logic,actual_card,cb_Ace_Credit_Card,cb_Amazon_Pay_Credit_Card,cb_BPCL_Octane_Credit_Card,cb_BankBazaar_Credit_Card,cb_Cashback_Credit_Card,cb_Coral_Credit_Card,cb_Diners_Club_Black,cb_Elite_Credit_Card,cb_Emerald_Private_Metal,cb_First_Classic_Credit_Card,cb_First_Wealth_Credit_Card,cb_Flipkart_Axis_Bank_Credit_Card,cb_HPCL_Super_Saver_Credit_Card,cb_League_Platinum_Credit_Card,cb_Magnus_Credit_Card,cb_Millennia_Credit_Card,cb_My_Zone_Credit_Card,cb_PVR_Platinum_Credit_Card,cb_Regalia_Gold,cb_SimplyCLICK_Credit_Card,cb_SimplySAVE_Credit_Card,cb_Super_Value_Titanium_Credit_Card,cb_Tata_Neu_Infinity_Credit_Card,cb_Vistara_Infinite_Credit_Card,cb_White_Credit_Card,cb_YES_First_Business_Credit_Card
shopping,7023.7,Millennia Credit Card,HPCL Super Saver Credit Card,70.237,210.711,17.5592,35.1185,140.474,17.5592,35.1185,17.5592,24.5829,35.1185,17.5592,210.711,17.5592,17.5592,17.5592,210.711,26.3389,35.1185,17.5592,210.711,70.237,70.237,210.711,17.5592,17.5592,35.1185
fuel,18381.78,BPCL Octane Credit Card,BPCL Octane Credit Card,91.9089,91.9089,459.5445,91.9089,91.9089,22.9772,45.9544,22.9772,32.1681,91.9089,22.9772,91.9089,367.6356,22.9772,22.9772,91.9089,22.9772,22.9772,22.9772,91.9089,91.9089,91.9089,91.9089,45.9544,22.9772,22.9772
travel,6332.4,Diners Club Black,Diners Club Black,31.662,31.662,15.831,31.662,31.662,15.831,94.986,31.662,66.4902,31.662,39.5775,31.662,15.831,23.7465,47.493,31.662,7.9155,7.9155,47.493,31.662,31.662,31.662,31.662,79.155,31.662,23.7465
shopping,3742.59,Millennia Credit Card,Millennia Credit Card,37.4259,112.2777,9.3565,18.7129,74.8518,9.3565,18.7129,9.3565,13.0991,18.7129,9.3565,112.2777,9.3565,9.3565,9.3565,112.2777,14.0347,18.7129,9.3565,112.2777,37.4259,37.4259,112.2777,9.3565,9.3565,18.7129
groceries,7830.42,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,78.3042,78.3042,19.576,39.1521,78.3042,19.576,19.576,9.788,13.7032,39.1521,9.788,78.3042,19.576,9.788,9.788,78.3042,9.788,9.788,9.788,117.4563,78.3042,78.3042,156.6084,19.576,9.788,9.788
groceries,7735.83,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,77.3583,77.3583,19.3396,38.6791,77.3583,19.3396,19.3396,9.6698,13.5377,38.6791,9.6698,77.3583,19.3396,9.6698,9.6698,77.3583,9.6698,9.6698,9.6698,116.0374,77.3583,77.3583,154.7166,19.3396,9.6698,9.6698
groceries,13899.32,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,138.9932,138.9932,34.7483,69.4966,138.9932,34.7483,34.7483,17.3742,24.3238,69.4966,17.3742,138.9932,34.7483,17.3742,17.3742,138.9932,17.3742,17.3742,17.3742,208.4898,138.9932,138.9932,277.9864,34.7483,17.3742,17.3742
travel,11142.76,Diners Club Black,Diners Club Black,55.7138,55.7138,27.8569,55.7138,55.7138,27.8569,167.1414,55.7138,116.999,55.7138,69.6423,55.7138,27.8569,41.7854,83.5707,55.7138,13.9284,13.9284,83.5707,55.7138,55.7138,55.7138,55.7138,139.2845,55.7138,41.7854
travel,3823.26,Diners Club Black,SimplySAVE Credit Card,19.1163,19.1163,9.5582,19.1163,19.1163,9.5582,57.3489,19.1163,40.1442,19.1163,23.8954,19.1163,9.5582,14.3372,28.6745,19.1163,4.7791,4.7791,28.6745,19.1163,19.1163,19.1163,19.1163,47.7908,19.1163,14.3372
shopping,9743.72,Millennia Credit Card,Millennia Credit Card,97.4372,292.3116,24.3593,48.7186,194.8744,24.3593,48.7186,24.3593,34.103,48.7186,24.3593,292.3116,24.3593,24.3593,24.3593,292.3116,36.5389,48.7186,24.3593,292.3116,97.4372,97.4372,292.3116,24.3593,24.3593,48.7186
dining,19280.2,Cashback Credit Card,Cashback Credit Card,192.802,96.401,48.2005,96.401,385.604,48.2005,192.802,48.2005,134.9614,96.401,72.3008,96.401,48.2005,48.2005,72.3008,192.802,48.2005,48.2005,96.401,192.802,192.802,192.802,192.802,96.401,48.2005,48.2005
dining,8241.77,Cashback Credit Card,Cashback Credit Card,82.4177,41.2089,20.6044,41.2089,164.8354,20.6044,82.4177,20.6044,57.6924,41.2089,30.9066,41.2089,20.6044,20.6044,30.9066,82.4177,20.6044,20.6044,41.2089,82.4177,82.4177,82.4177,82.4177,41.2089,20.6044,20.6044
dining,9825.12,Cashback Credit Card,Cashback Credit Card,98.2512,49.1256,24.5628,49.1256,196.5024,24.5628,98.2512,24.5628,68.7758,49.1256,36.8442,49.1256,24.5628,24.5628,36.8442,98.2512,24.5628,24.5628,49.1256,98.2512,98.2512,98.2512,98.2512,49.1256,24.5628,24.5628
shopping,15938.03,Millennia Credit Card,Millennia Credit Card,159.3803,478.1409,39.8451,79.6902,318.7606,39.8451,79.6902,39.8451,55.7831,79.6902,39.8451,478.1409,39.8451,39.8451,39.8451,478.1409,59.7676,79.6902,39.8451,478.1409,159.3803,159.3803,478.1409,39.8451,39.8451,79.6902
shopping,5569.57,Millennia Credit Card,Millennia Credit Card,55.6957,167.0871,13.9239,27.8478,111.3914,13.9239,27.8478,13.9239,19.4935,27.8478,13.9239,167.0871,13.9239,13.9239,13.9239,167.0871,20.8859,27.8478,13.9239,167.0871,55.6957,55.6957,167.0871,13.9239,13.9239,27.8478
travel,15636.73,Diners Club Black,Diners Club Black,78.1837,78.1837,39.0918,78.1837,78.1837,39.0918,234.551,78.1837,164.1857,78.1837,97.7296,78.1837,39.0918,58.6377,117.2755,78.1837,19.5459,19.5459,117.2755,78.1837,78.1837,78.1837,78.1837,195.4591,78.1837,58.6377
dining,11039.55,Cashback Credit Card,Cashback Credit Card,110.3955,55.1977,27.5989,55.1977,220.791,27.5989,110.3955,27.5989,77.2768,55.1977,41.3983,55.1977,27.5989,27.5989,41.3983,110.3955,27.5989,27.5989,55.1977,110.3955,110.3955,110.3955,110.3955,55.1977,27.5989,27.5989
shopping,5430.99,Millennia Credit Card,Millennia Credit Card,54.3099,162.9297,13.5775,27.1549,108.6198,13.5775,27.1549,13.5775,19.0085,27.1549,13.5775,162.9297,13.5775,13.5775,13.5775,162.9297,20.3662,27.1549,13.5775,162.9297,54.3099,54.3099,162.9297,13.5775,13.5775,27.1549
fuel,10886.66,BPCL Octane Credit Card,Magnus Credit Card,54.4333,54.4333,272.1665,54.4333,54.4333,13.6083,27.2167,13.6083,19.0517,54.4333,13.6083,54.4333,217.7332,13.6083,13.6083,54.4333,13.6083,13.6083,13.6083,54.4333,54.4333,54.4333,54.4333,27.2167,13.6083,13.6083
travel,19796.54,Diners Club Black,Diners Club Black,98.9827,98.9827,49.4914,98.9827,98.9827,49.4914,296.9481,98.9827,207.8637,98.9827,123.7284,98.9827,49.4914,74.237,148.4741,98.9827,24.7457,24.7457,148.4741,98.9827,98.9827,98.9827,98.9827,247.4568,98.9827,74.237
travel,6024.41,Diners Club Black,Ace Credit Card,30.122,30.122,15.061,30.122,30.122,15.061,90.3662,30.122,63.2563,30.122,37.6526,30.122,15.061,22.5915,45.1831,30.122,7.5305,7.5305,45.1831,30.122,30.122,30.122,30.122,75.3051,30.122,22.5915
shopping,8837.49,Millennia Credit Card,Emerald Private Metal,88.3749,265.1247,22.0937,44.1874,176.7498,22.0937,44.1874,22.0937,30.9312,44.1874,22.0937,265.1247,22.0937,22.0937,22.0937,265.1247,33.1406,44.1874,22.0937,265.1247,88.3749,88.3749,265.1247,22.0937,22.0937,44.1874
groceries,13813.76,Tata Neu Infinity Credit Card,Magnus Credit Card,138.1376,138.1376,34.5344,69.0688,138.1376,34.5344,34.5344,17.2672,24.1741,69.0688,17.2672,138.1376,34.5344,17.2672,17.2672,138.1376,17.2672,17.2672,17.2672,207.2064,138.1376,138.1376,276.2752,34.5344,17.2672,17.2672
groceries,2870.78,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,28.7078,28.7078,7.177,14.3539,28.7078,7.177,7.177,3.5885,5.0239,14.3539,3.5885,28.7078,7.177,3.5885,3.5885,28.7078,3.5885,3.5885,3.5885,43.0617,28.7078,28.7078,57.4156,7.177,3.5885,3.5885
travel,16128.27,Diners Club Black,Diners Club Black,80.6414,80.6414,40.3207,80.6414,80.6414,40.3207,241.924,80.6414,169.3468,80.6414,100.8017,80.6414,40.3207,60.481,120.962,80.6414,20.1603,20.1603,120.962,80.6414,80.6414,80.6414,80.6414,201.6034,80.6414,60.481
groceries,5693.59,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,56.9359,56.9359,14.234,28.468,56.9359,14.234,14.234,7.117,9.9638,28.468,7.117,56.9359,14.234,7.117,7.117,56.9359,7.117,7.117,7.117,85.4039,56.9359,56.9359,113.8718,14.234,7.117,7.117
fuel,19582.1,BPCL Octane Credit Card,BPCL Octane Credit Card,97.9105,97.9105,489.5525,97.9105,97.9105,24.4776,48.9552,24.4776,34.2687,97.9105,24.4776,97.9105,391.642,24.4776,24.4776,97.9105,24.4776,24.4776,24.4776,97.9105,97.9105,97.9105,97.9105,48.9552,24.4776,24.4776
groceries,5420.13,Tata Neu Infinity Credit Card,Cashback Credit Card,54.2013,54.2013,13.5503,27.1007,54.2013,13.5503,13.5503,6.7752,9.4852,27.1007,6.7752,54.2013,13.5503,6.7752,6.7752,54.2013,6.7752,6.7752,6.7752,81.3019,54.2013,54.2013,108.4026,13.5503,6.7752,6.7752
shopping,2798.22,Millennia Credit Card,Regalia Gold,27.9822,83.9466,6.9955,13.9911,55.9644,6.9955,13.9911,6.9955,9.7938,13.9911,6.9955,83.9466,6.9955,6.9955,6.9955,83.9466,10.4933,13.9911,6.9955,83.9466,27.9822,27.9822,83.9466,6.9955,6.9955,13.9911
fuel,17354.25,BPCL Octane Credit Card,BPCL Octane Credit Card,86.7712,86.7712,433.8562,86.7712,86.7712,21.6928,43.3856,21.6928,30.3699,86.7712,21.6928,86.7712,347.085,21.6928,21.6928,86.7712,21.6928,21.6928,21.6928,86.7712,86.7712,86.7712,86.7712,43.3856,21.6928,21.6928
travel,5068.58,Diners Club Black,BankBazaar Credit Card,25.3429,25.3429,12.6715,25.3429,25.3429,12.6715,76.0287,25.3429,53.2201,25.3429,31.6786,25.3429,12.6715,19.0072,38.0144,25.3429,6.3357,6.3357,38.0144,25.3429,25.3429,25.3429,25.3429,63.3573,25.3429,19.0072
dining,9840.23,Cashback Credit Card,Cashback Credit Card,98.4023,49.2011,24.6006,49.2011,196.8046,24.6006,98.4023,24.6006,68.8816,49.2011,36.9009,49.2011,24.6006,24.6006,36.9009,98.4023,24.6006,24.6006,49.2011,98.4023,98.4023,98.4023,98.4023,49.2011,24.6006,24.6006
fuel,12593.48,BPCL Octane Credit Card,BPCL Octane Credit Card,62.9674,62.9674,314.837,62.9674,62.9674,15.7418,31.4837,15.7418,22.0386,62.9674,15.7418,62.9674,251.8696,15.7418,15.7418,62.9674,15.7418,15.7418,15.7418,62.9674,62.9674,62.9674,62.9674,31.4837,15.7418,15.7418
shopping,12709.19,Millennia Credit Card,Super Value Titanium Credit Card,127.0919,381.2757,31.773,63.546,254.1838,31.773,63.546,31.773,44.4822,63.546,31.773,381.2757,31.773,31.773,31.773,381.2757,47.6595,63.546,31.773,381.2757,127.0919,127.0919,381.2757,31.773,31.773,63.546
fuel,13924.6,BPCL Octane Credit Card,First Wealth Credit Card,69.623,69.623,348.115,69.623,69.623,17.4058,34.8115,17.4058,24.3681,69.623,17.4058,69.623,278.492,17.4058,17.4058,69.623,17.4058,17.4058,17.4058,69.623,69.623,69.623,69.623,34.8115,17.4058,17.4058
fuel,11680.92,BPCL Octane Credit Card,Diners Club Black,58.4046,58.4046,292.023,58.4046,58.4046,14.6012,29.2023,14.6012,20.4416,58.4046,14.6012,58.4046,233.6184,14.6012,14.6012,58.4046,14.6012,14.6012,14.6012,58.4046,58.4046,58.4046,58.4046,29.2023,14.6012,14.6012
dining,12733.33,Cashback Credit Card,Cashback Credit Card,127.3333,63.6666,31.8333,63.6666,254.6666,31.8333,127.3333,31.8333,89.1333,63.6666,47.75,63.6666,31.8333,31.8333,47.75,127.3333,31.8333,31.8333,63.6666,127.3333,127.3333,127.3333,127.3333,63.6666,31.8333,31.8333
shopping,15933.99,Millennia Credit Card,Millennia Credit Card,159.3399,478.0197,39.835,79.67,318.6798,39.835,79.67,39.835,55.769,79.67,39.835,478.0197,39.835,39.835,39.835,478.0197,59.7525,79.67,39.835,478.0197,159.3399,159.3399,478.0197,39.835,39.835,79.67
dining,16514.47,Cashback Credit Card,Cashback Credit Card,165.1447,82.5724,41.2862,82.5724,330.2894,41.2862,165.1447,41.2862,115.6013,82.5724,61.9293,82.5724,41.2862,41.2862,61.9293,165.1447,41.2862,41.2862,82.5724,165.1447,165.1447,165.1447,165.1447,82.5724,41.2862,41.2862
fuel,16584.04,BPCL Octane Credit Card,BPCL Octane Credit Card,82.9202,82.9202,414.601,82.9202,82.9202,20.7301,41.4601,20.7301,29.0221,82.9202,20.7301,82.9202,331.6808,20.7301,20.7301,82.9202,20.7301,20.7301,20.7301,82.9202,82.9202,82.9202,82.9202,41.4601,20.7301,20.7301
groceries,2698.83,Tata Neu Infinity Credit Card,My Zone Credit Card,26.9883,26.9883,6.7471,13.4941,26.9883,6.7471,6.7471,3.3735,4.723,13.4941,3.3735,26.9883,6.7471,3.3735,3.3735,26.9883,3.3735,3.3735,3.3735,40.4825,26.9883,26.9883,53.9766,6.7471,3.3735,3.3735
shopping,1014.26,Millennia Credit Card,Millennia Credit Card,10.1426,30.4278,2.5356,5.0713,20.2852,2.5356,5.0713,2.5356,3.5499,5.0713,2.5356,30.4278,2.5356,2.5356,2.5356,30.4278,3.8035,5.0713,2.5356,30.4278,10.1426,10.1426,30.4278,2.5356,2.5356,5.0713
dining,424.0,Cashback Credit Card,First Classic Credit Card,4.24,2.12,1.06,2.12,8.48,1.06,4.24,1.06,2.968,2.12,1.59,2.12,1.06,1.06,1.59,4.24,1.06,1.06,2.12,4.24,4.24,4.24,4.24,2.12,1.06,1.06
shopping,19837.58,Millennia Credit Card,Millennia Credit Card,198.3758,595.1274,49.594,99.1879,396.7516,49.594,99.1879,49.594,69.4315,99.1879,49.594,595.1274,49.594,49.594,49.594,595.1274,74.3909,99.1879,49.594,595.1274,198.3758,198.3758,595.1274,49.594,49.594,99.1879
travel,17654.74,Diners Club Black,Diners Club Black,88.2737,88.2737,44.1369,88.2737,88.2737,44.1369,264.8211,88.2737,185.3748,88.2737,110.3421,88.2737,44.1369,66.2053,132.4106,88.2737,22.0684,22.0684,132.4106,88.2737,88.2737,88.2737,88.2737,220.6843,88.2737,66.2053
fuel,1957.47,BPCL Octane Credit Card,BPCL Octane Credit Card,9.7873,9.7873,48.9368,9.7873,9.7873,2.4468,4.8937,2.4468,3.4256,9.7873,2.4468,9.7873,39.1494,2.4468,2.4468,9.7873,2.4468,2.4468,2.4468,9.7873,9.7873,9.7873,9.7873,4.8937,2.4468,2.4468
shopping,7499.69,Millennia Credit Card,League Platinum Credit Card,74.9969,224.9907,18.7492,37.4984,149.9938,18.7492,37.4984,18.7492,26.2489,37.4984,18.7492,224.9907,18.7492,18.7492,18.7492,224.9907,28.1238,37.4984,18.7492,224.9907,74.9969,74.9969,224.9907,18.7492,18.7492,37.4984
fuel,14547.17,BPCL Octane Credit Card,Diners Club Black,72.7358,72.7358,363.6793,72.7358,72.7358,18.184,36.3679,18.184,25.4575,72.7358,18.184,72.7358,290.9434,18.184,18.184,72.7358,18.184,18.184,18.184,72.7358,72.7358,72.7358,72.7358,36.3679,18.184,18.184
shopping,121.62,Millennia Credit Card,Millennia Credit Card,1.2162,3.6486,0.304,0.6081,2.4324,0.304,0.6081,0.304,0.4257,0.6081,0.304,3.6486,0.304,0.304,0.304,3.6486,0.4561,0.6081,0.304,3.6486,1.2162,1.2162,3.6486,0.304,0.304,0.6081
travel,11914.22,Diners Club Black,Diners Club Black,59.5711,59.5711,29.7855,59.5711,59.5711,29.7855,178.7133,59.5711,125.0993,59.5711,74.4639,59.5711,29.7855,44.6783,89.3566,59.5711,14.8928,14.8928,89.3566,59.5711,59.5711,59.5711,59.5711,148.9278,59.5711,44.6783
dining,284.81,Cashback Credit Card,Cashback Credit Card,2.8481,1.4241,0.712,1.4241,5.6962,0.712,2.8481,0.712,1.9937,1.4241,1.068,1.4241,0.712,0.712,1.068,2.8481,0.712,0.712,1.4241,2.8481,2.8481,2.8481,2.8481,1.4241,0.712,0.712
shopping,19764.28,Millennia Credit Card,Millennia Credit Card,197.6428,592.9284,49.4107,98.8214,395.2856,49.4107,98.8214,49.4107,69.175,98.8214,49.4107,592.9284,49.4107,49.4107,49.4107,592.9284,74.1161,98.8214,49.4107,592.9284,197.6428,197.6428,592.9284,49.4107,49.4107,98.8214
travel,9606.23,Diners Club Black,Diners Club Black,48.0311,48.0311,24.0156,48.0311,48.0311,24.0156,144.0934,48.0311,100.8654,48.0311,60.0389,48.0311,24.0156,36.0234,72.0467,48.0311,12.0078,12.0078,72.0467,48.0311,48.0311,48.0311,48.0311,120.0779,48.0311,36.0234
shopping,14642.19,Millennia Credit Card,Millennia Credit Card,146.4219,439.2657,36.6055,73.2109,292.8438,36.6055,73.2109,36.6055,51.2477,73.2109,36.6055,439.2657,36.6055,36.6055,36.6055,439.2657,54.9082,73.2109,36.6055,439.2657,146.4219,146.4219,439.2657,36.6055,36.6055,73.2109
fuel,7414.48,BPCL Octane Credit Card,BPCL Octane Credit Card,37.0724,37.0724,185.362,37.0724,37.0724,9.2681,18.5362,9.2681,12.9753,37.0724,9.2681,37.0724,148.2896,9.2681,9.2681,37.0724,9.2681,9.2681,9.2681,37.0724,37.0724,37.0724,37.0724,18.5362,9.2681,9.2681
dining,15491.86,Cashback Credit Card,HPCL Super Saver Credit Card,154.9186,77.4593,38.7296,77.4593,309.8372,38.7296,154.9186,38.7296,108.443,77.4593,58.0945,77.4593,38.7296,38.7296,58.0945,154.9186,38.7296,38.7296,77.4593,154.9186,154.9186,154.9186,154.9186,77.4593,38.7296,38.7296
travel,1461.39,Diners Club Black,Diners Club Black,7.307,7.307,3.6535,7.307,7.307,3.6535,21.9209,7.307,15.3446,7.307,9.1337,7.307,3.6535,5.4802,10.9604,7.307,1.8267,1.8267,10.9604,7.307,7.307,7.307,7.307,18.2674,7.307,5.4802
groceries,13035.4,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,130.354,130.354,32.5885,65.177,130.354,32.5885,32.5885,16.2942,22.8119,65.177,16.2942,130.354,32.5885,16.2942,16.2942,130.354,16.2942,16.2942,16.2942,195.531,130.354,130.354,260.708,32.5885,16.2942,16.2942
travel,12598.79,Diners Club Black,Diners Club Black,62.994,62.994,31.497,62.994,62.994,31.497,188.9819,62.994,132.2873,62.994,78.7424,62.994,31.497,47.2455,94.4909,62.994,15.7485,15.7485,94.4909,62.994,62.994,62.994,62.994,157.4849,62.994,47.2455
dining,12359.91,Cashback Credit Card,Cashback Credit Card,123.5991,61.7995,30.8998,61.7995,247.1982,30.8998,123.5991,30.8998,86.5194,61.7995,46.3497,61.7995,30.8998,30.8998,46.3497,123.5991,30.8998,30.8998,61.7995,123.5991,123.5991,123.5991,123.5991,61.7995,30.8998,30.8998
travel,1825.09,Diners Club Black,Diners Club Black,9.1254,9.1254,4.5627,9.1254,9.1254,4.5627,27.3763,9.1254,19.1634,9.1254,11.4068,9.1254,4.5627,6.8441,13.6882,9.1254,2.2814,2.2814,13.6882,9.1254,9.1254,9.1254,9.1254,22.8136,9.1254,6.8441
shopping,11832.52,Millennia Credit Card,Millennia Credit Card,118.3252,354.9756,29.5813,59.1626,236.6504,29.5813,59.1626,29.5813,41.4138,59.1626,29.5813,354.9756,29.5813,29.5813,29.5813,354.9756,44.3719,59.1626,29.5813,354.9756,118.3252,118.3252,354.9756,29.5813,29.5813,59.1626
dining,6358.62,Cashback Credit Card,Cashback Credit Card,63.5862,31.7931,15.8965,31.7931,127.1724,15.8965,63.5862,15.8965,44.5103,31.7931,23.8448,31.7931,15.8965,15.8965,23.8448,63.5862,15.8965,15.8965,31.7931,63.5862,63.5862,63.5862,63.5862,31.7931,15.8965,15.8965
fuel,12927.95,BPCL Octane Credit Card,BPCL Octane Credit Card,64.6398,64.6398,323.1988,64.6398,64.6398,16.1599,32.3199,16.1599,22.6239,64.6398,16.1599,64.6398,258.559,16.1599,16.1599,64.6398,16.1599,16.1599,16.1599,64.6398,64.6398,64.6398,64.6398,32.3199,16.1599,16.1599
groceries,12040.16,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,120.4016,120.4016,30.1004,60.2008,120.4016,30.1004,30.1004,15.0502,21.0703,60.2008,15.0502,120.4016,30.1004,15.0502,15.0502,120.4016,15.0502,15.0502,15.0502,180.6024,120.4016,120.4016,240.8032,30.1004,15.0502,15.0502
shopping,16973.05,Millennia Credit Card,Millennia Credit Card,169.7305,509.1915,42.4326,84.8653,339.461,42.4326,84.8653,42.4326,59.4057,84.8653,42.4326,509.1915,42.4326,42.4326,42.4326,509.1915,63.6489,84.8653,42.4326,509.1915,169.7305,169.7305,509.1915,42.4326,42.4326,84.8653
fuel,4188.37,BPCL Octane Credit Card,BPCL Octane Credit Card,20.9418,20.9418,104.7092,20.9418,20.9418,5.2355,10.4709,5.2355,7.3296,20.9418,5.2355,20.9418,83.7674,5.2355,5.2355,20.9418,5.2355,5.2355,5.2355,20.9418,20.9418,20.9418,20.9418,10.4709,5.2355,5.2355
travel,14982.09,Diners Club Black,Diners Club Black,74.9104,74.9104,37.4552,74.9104,74.9104,37.4552,224.7314,74.9104,157.3119,74.9104,93.6381,74.9104,37.4552,56.1828,112.3657,74.9104,18.7276,18.7276,112.3657,74.9104,74.9104,74.9104,74.9104,187.2761,74.9104,56.1828
shopping,15697.65,Millennia Credit Card,League Platinum Credit Card,156.9765,470.9295,39.2441,78.4882,313.953,39.2441,78.4882,39.2441,54.9418,78.4882,39.2441,470.9295,39.2441,39.2441,39.2441,470.9295,58.8662,78.4882,39.2441,470.9295,156.9765,156.9765,470.9295,39.2441,39.2441,78.4882
shopping,4897.53,Millennia Credit Card,Millennia Credit Card,48.9753,146.9259,12.2438,24.4876,97.9506,12.2438,24.4876,12.2438,17.1414,24.4876,12.2438,146.9259,12.2438,12.2438,12.2438,146.9259,18.3657,24.4876,12.2438,146.9259,48.9753,48.9753,146.9259,12.2438,12.2438,24.4876
shopping,10612.9,Millennia Credit Card,White Credit Card,106.129,318.387,26.5322,53.0645,212.258,26.5322,53.0645,26.5322,37.1451,53.0645,26.5322,318.387,26.5322,26.5322,26.5322,318.387,39.7984,53.0645,26.5322,318.387,106.129,106.129,318.387,26.5322,26.5322,53.0645
travel,7798.08,Diners Club Black,Cashback Credit Card,38.9904,38.9904,19.4952,38.9904,38.9904,19.4952,116.9712,38.9904,81.8798,38.9904,48.738,38.9904,19.4952,29.2428,58.4856,38.9904,9.7476,9.7476,58.4856,38.9904,38.9904,38.9904,38.9904,97.476,38.9904,29.2428
travel,15278.25,Diners Club Black,Millennia Credit Card,76.3912,76.3912,38.1956,76.3912,76.3912,38.1956,229.1738,76.3912,160.4216,76.3912,95.4891,76.3912,38.1956,57.2934,114.5869,76.3912,19.0978,19.0978,114.5869,76.3912,76.3912,76.3912,76.3912,190.9781,76.3912,57.2934
shopping,374.49,Millennia Credit Card,Millennia Credit Card,3.7449,11.2347,0.9362,1.8724,7.4898,0.9362,1.8724,0.9362,1.3107,1.8724,0.9362,11.2347,0.9362,0.9362,0.9362,11.2347,1.4043,1.8724,0.9362,11.2347,3.7449,3.7449,11.2347,0.9362,0.9362,1.8724
shopping,18978.73,Millennia Credit Card,Millennia Credit Card,189.7873,569.3619,47.4468,94.8936,379.5746,47.4468,94.8936,47.4468,66.4256,94.8936,47.4468,569.3619,47.4468,47.4468,47.4468,569.3619,71.1702,94.8936,47.4468,569.3619,189.7873,189.7873,569.3619,47.4468,47.4468,94.8936
fuel,12608.56,BPCL Octane Credit Card,BPCL Octane Credit Card,63.0428,63.0428,315.214,63.0428,63.0428,15.7607,31.5214,15.7607,22.065,63.0428,15.7607,63.0428,252.1712,15.7607,15.7607,63.0428,15.7607,15.7607,15.7607,63.0428,63.0428,63.0428,63.0428,31.5214,15.7607,15.7607
dining,8529.15,Cashback Credit Card,Cashback Credit Card,85.2915,42.6457,21.3229,42.6457,170.583,21.3229,85.2915,21.3229,59.704,42.6457,31.9843,42.6457,21.3229,21.3229,31.9843,85.2915,21.3229,21.3229,42.6457,85.2915,85.2915,85.2915,85.2915,42.6457,21.3229,21.3229
groceries,10799.34,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,107.9934,107.9934,26.9984,53.9967,107.9934,26.9984,26.9984,13.4992,18.8988,53.9967,13.4992,107.9934,26.9984,13.4992,13.4992,107.9934,13.4992,13.4992,13.4992,161.9901,107.9934,107.9934,215.9868,26.9984,13.4992,13.4992
shopping,6267.15,Millennia Credit Card,Millennia Credit Card,62.6715,188.0145,15.6679,31.3357,125.343,15.6679,31.3357,15.6679,21.935,31.3357,15.6679,188.0145,15.6679,15.6679,15.6679,188.0145,23.5018,31.3357,15.6679,188.0145,62.6715,62.6715,188.0145,15.6679,15.6679,31.3357
travel,19488.84,Diners Club Black,Diners Club Black,97.4442,97.4442,48.7221,97.4442,97.4442,48.7221,292.3326,97.4442,204.6328,97.4442,121.8053,97.4442,48.7221,73.0832,146.1663,97.4442,24.361,24.361,146.1663,97.4442,97.4442,97.4442,97.4442,243.6105,97.4442,73.0832
fuel,7875.56,BPCL Octane Credit Card,BPCL Octane Credit Card,39.3778,39.3778,196.889,39.3778,39.3778,9.8445,19.6889,9.8445,13.7822,39.3778,9.8445,39.3778,157.5112,9.8445,9.8445,39.3778,9.8445,9.8445,9.8445,39.3778,39.3778,39.3778,39.3778,19.6889,9.8445,9.8445
shopping,6272.37,Millennia Credit Card,Millennia Credit Card,62.7237,188.1711,15.6809,31.3619,125.4474,15.6809,31.3619,15.6809,21.9533,31.3619,15.6809,188.1711,15.6809,15.6809,15.6809,188.1711,23.5214,31.3619,15.6809,188.1711,62.7237,62.7237,188.1711,15.6809,15.6809,31.3619
travel,1252.33,Diners Club Black,Diners Club Black,6.2616,6.2616,3.1308,6.2616,6.2616,3.1308,18.7849,6.2616,13.1495,6.2616,7.8271,6.2616,3.1308,4.6962,9.3925,6.2616,1.5654,1.5654,9.3925,6.2616,6.2616,6.2616,6.2616,15.6541,6.2616,4.6962
dining,2408.13,Cashback Credit Card,Cashback Credit Card,24.0813,12.0407,6.0203,12.0407,48.1626,6.0203,24.0813,6.0203,16.8569,12.0407,9.0305,12.0407,6.0203,6.0203,9.0305,24.0813,6.0203,6.0203,12.0407,24.0813,24.0813,24.0813,24.0813,12.0407,6.0203,6.0203
shopping,6254.87,Millennia Credit Card,Diners Club Black,62.5487,187.6461,15.6372,31.2743,125.0974,15.6372,31.2743,15.6372,21.892,31.2743,15.6372,187.6461,15.6372,15.6372,15.6372,187.6461,23.4558,31.2743,15.6372,187.6461,62.5487,62.5487,187.6461,15.6372,15.6372,31.2743
travel,14059.84,Diners Club Black,Diners Club Black,70.2992,70.2992,35.1496,70.2992,70.2992,35.1496,210.8976,70.2992,147.6283,70.2992,87.874,70.2992,35.1496,52.7244,105.4488,70.2992,17.5748,17.5748,105.4488,70.2992,70.2992,70.2992,70.2992,175.748,70.2992,52.7244
